date,coordinates
20180727,"-116.3029, 50.5568"
20180910,"-116.1228, 50.5464"
20180707,"-116.0391, 50.5018"
20180609,"-116.0281, 50.5096"
20180721,"-115.9511, 50.4832"
20180825,"-115.9144, 50.5132"
20180513,"-115.8863, 50.5046"
20180903,"-116.1592, 50.4815"
20180722,"-116.2519, 50.4546"
20180715,"-116.3308, 50.391"
20180902,"-116.2601, 50.4431"
20180722,"-116.3543, 50.3687"
20180810,"-116.6346, 50.8762"
20180709,"-116.3838, 50.7878"
20180722,"-116.3627, 50.7832"
20180731,"-116.39, 50.71"
20180701,"-116.3706, 50.7675"
20180727,"-116.1457, 50.9809"
20180731,"-116.151, 50.9466"
20180731,"-115.9462, 50.9745"
20180718,"-116.2922, 51.0186"
20180731,"-116.2324, 51.0276"
20180802,"-116.3209, 51.054"
20180801,"-116.3879, 51.0322"
20180720,"-116.5826, 51.089"
20180801,"-116.6688, 51.061"
20180718,"-116.6981, 50.9497"
20180719,"-116.6562, 50.9753"
20180722,"-116.5806, 51.1821"
20180726,"-116.5805, 51.1821"
20180719,"-116.6959, 51.0275"
20180719,"-116.6223, 51.0904"
20180719,"-116.6044, 51.1085"
20180721,"-116.6704, 51.239"
20180720,"-116.9753, 51.4552"
20180630,"-116.973, 51.4754"
20180713,"-116.9572, 51.5156"
20180811,"-116.94, 51.6452"
20180716,"-116.7498, 51.5999"
20180719,"-116.7867, 51.642"
20180811,"-116.9355, 51.3287"
20180718,"-116.9167, 51.34"
20180718,"-116.8924, 51.3494"
20180729,"-116.9202, 51.404"
20180809,"-116.8924, 51.4557"
20180717,"-116.9065, 51.3082"
20180811,"-116.8843, 51.3081"
20180811,"-116.8472, 51.3032"
20180428,"-116.9817, 51.3266"
20180728,"-116.898, 51.2819"
20180812,"-116.7333, 51.272"
20180811,"-116.7411, 51.2803"
20180719,"-116.8603, 51.2372"
20180811,"-117.025, 51.2226"
20180605,"-117.031, 51.2506"
20180801,"-116.8396, 51.1762"
20180731,"-116.8572, 51.1592"
20180731,"-116.9595, 51.2017"
20180811,"-116.977, 51.2066"
20180801,"-116.7447, 51.0672"
20180811,"-116.7676, 51.0807"
20180719,"-116.7775, 51.0146"
20180726,"-117.0273, 50.491"
20180630,"-117.2677, 50.8115"
20180630,"-117.2677, 50.8115"
20180802,"-117.1679, 50.8061"
20180811,"-117.1727, 50.8252"
20180731,"-117.2226, 50.9399"
20180812,"-117.2014, 50.7637"
20180630,"-117.3627, 50.7832"
20180731,"-117.5558, 50.7905"
20180811,"-117.5845, 50.7115"
20180717,"-117.4804, 50.664"
20180716,"-117.544, 50.6385"
20180717,"-117.3145, 50.5298"
20180801,"-117.8252, 50.4759"
20180731,"-118.0121, 50.5047"
20180717,"-117.6569, 50.7957"
20180812,"-117.6609, 50.764"
20180812,"-117.6668, 50.8067"
20180812,"-117.6617, 50.8111"
20180731,"-117.8359, 50.9215"
20180731,"-117.8148, 50.9095"
20180731,"-117.974, 50.8228"
20180812,"-117.9771, 50.7943"
20180728,"-117.9446, 50.764"
20180801,"-117.8265, 50.9445"
20180731,"-117.9895, 50.8487"
20180731,"-117.9575, 50.8428"
20180801,"-117.8699, 50.8989"
20180801,"-117.872, 50.8833"
20180731,"-117.8673, 50.8895"
20180801,"-117.6267, 50.6952"
20180731,"-117.6839, 50.7177"
20180801,"-117.6605, 50.6782"
20180801,"-117.6579, 50.6608"
20180731,"-117.8771, 50.5901"
20180701,"-117.9225, 50.6308"
20180701,"-117.9225, 50.6308"
20180701,"-117.9225, 50.6309"
20180701,"-118.0419, 50.564"
20180801,"-118.0418, 50.5658"
20180811,"-117.9878, 50.566"
20180731,"-118.0089, 50.5683"
20180801,"-118.0068, 50.5686"
20180717,"-118.0173, 50.6838"
20180717,"-118.0674, 50.6197"
20180731,"-117.915, 50.7436"
20180718,"-117.3037, 51.7948"
20180701,"-117.4067, 51.6128"
20180720,"-117.3846, 51.9965"
20180724,"-117.5462, 51.7003"
20180718,"-117.5707, 51.8614"
20180811,"-117.5186, 51.7831"
20180511,"-117.042, 51.4055"
20180731,"-117.2192, 51.0056"
20180811,"-117.1268, 51.0977"
20180811,"-117.0997, 51.3234"
20180811,"-117.0816, 51.361"
20180811,"-117.0371, 51.3299"
20180721,"-117.184, 51.5075"
20180731,"-117.282, 51.1859"
20180822,"-117.2551, 51.1689"
20180811,"-117.4555, 51.5006"
20180811,"-117.4518, 51.5425"
20180805,"-117.4733, 51.575"
20180713,"-117.691, 51.208"
20180811,"-117.7991, 51.1535"
20180524,"-117.879, 51.1058"
20180819,"-117.8367, 51.1494"
20180811,"-117.7971, 51.2645"
20180731,"-118.045, 51.363"
20180731,"-118.174, 51.2771"
20180801,"-118.1916, 51.3185"
20180706,"-118.3324, 51.27"
20180801,"-118.3179, 51.2879"
20180811,"-118.2633, 51.2477"
20180726,"-118.2288, 51.2493"
20180726,"-118.2288, 51.2495"
20180603,"-118.2333, 51.25"
20180811,"-118.2287, 51.2995"
20180731,"-118.2452, 51.217"
20180713,"-118.2202, 51.2373"
20180731,"-118.1363, 51.2916"
20180731,"-118.2477, 51.2127"
20180731,"-118.2007, 51.2344"
20180731,"-118.2015, 51.2346"
20180731,"-118.2073, 51.2364"
20180731,"-118.1975, 51.245"
20180803,"-118.1777, 51.2451"
20180803,"-118.1748, 51.2554"
20180723,"-118.2042, 51.1534"
20180717,"-118.0343, 51.009"
20180717,"-118.0122, 51.0043"
20180717,"-118.0044, 51.0419"
20180804,"-117.9983, 51.0518"
20180619,"-118.1677, 51.009"
20180613,"-118.1677, 51.0091"
20180811,"-118.1618, 51.1298"
20180730,"-118.171, 50.954"
20180713,"-118.1644, 50.9479"
20180731,"-118.0904, 50.9565"
20180707,"-118.0578, 50.9537"
20180731,"-118.0219, 50.9598"
20180731,"-117.9997, 50.9555"
20180731,"-118.2057, 50.8778"
20180731,"-118.2048, 50.877"
20180717,"-118.1847, 50.9241"
20180717,"-118.0547, 50.8769"
20180811,"-118.044, 50.8708"
20180730,"-118.2017, 50.9421"
20180731,"-118.116, 50.8447"
20180717,"-118.0201, 50.8607"
20180717,"-118.1322, 50.7029"
20180817,"-118.3945, 50.514"
20180801,"-118.3775, 50.5388"
20180804,"-118.5107, 50.6321"
20180723,"-118.5508, 50.6191"
20180802,"-118.5941, 50.5652"
20180803,"-118.5873, 50.5897"
20180803,"-118.5665, 50.5934"
20180828,"-118.6116, 50.6002"
20180731,"-118.5988, 50.6212"
20180817,"-118.6902, 50.5562"
20180801,"-118.0758, 51.8427"
20180731,"-118.3983, 51.69"
20180803,"-118.0357, 51.6778"
20180801,"-118.3607, 51.6637"
20180731,"-118.2731, 51.657"
20180801,"-118.4137, 51.6408"
20180731,"-118.1869, 51.5829"
20180731,"-118.1303, 51.5545"
20180731,"-118.0725, 51.5475"
20180731,"-118.0388, 51.5692"
20180731,"-118.3268, 51.5296"
20180731,"-118.2977, 51.499"
20180603,"-118.45, 51.45"
20180726,"-118.1337, 52.3066"
20180801,"-118.1277, 52.2565"
20180731,"-118.2136, 52.1228"
20180812,"-118.171, 52.1512"
20180802,"-118.1584, 52.0587"
20180812,"-117.9594, 51.9863"
20180801,"-117.7954, 51.9573"
20180811,"-118.1346, 51.9747"
20180802,"-118.1619, 51.9982"
20180808,"-118.3573, 51.916"
20180717,"-118.2487, 50.9312"
20180731,"-118.2988, 50.9806"
20180730,"-118.4259, 50.9423"
20180801,"-118.3983, 50.9224"
20180831,"-118.3989, 50.918"
20180907,"-118.3816, 50.952"
20180802,"-118.3661, 50.9172"
20180731,"-118.4342, 50.8857"
20180820,"-118.5155, 50.9937"
20180822,"-118.5565, 50.8979"
20180715,"-118.4854, 50.8964"
20180801,"-118.4632, 50.8927"
20180806,"-118.453, 50.8959"
20180731,"-118.4382, 50.9265"
20180822,"-118.5221, 51.0269"
20180911,"-118.4575, 51.0243"
20180811,"-118.5928, 50.9082"
20180817,"-118.5835, 50.9375"
20180811,"-118.5528, 50.9508"
20180810,"-118.5581, 50.9551"
20180621,"-118.6755, 51.0203"
20180804,"-118.3844, 50.6838"
20180804,"-118.3768, 50.7897"
20180717,"-118.4116, 50.8505"
20180804,"-118.3809, 50.7432"
20180817,"-118.5678, 50.7082"
20180816,"-118.4673, 50.8741"
20180803,"-118.5284, 50.7295"
20180731,"-118.5134, 50.7388"
20180803,"-118.619, 50.8144"
20180730,"-118.5956, 50.8188"
20180731,"-118.5945, 50.8232"
20180811,"-118.6325, 50.7387"
20180803,"-118.6217, 50.7347"
20180805,"-118.578, 50.7109"
20180731,"-118.7207, 50.8207"
20180730,"-118.5876, 52.2444"
20180809,"-118.5776, 52.269"
20180730,"-118.5438, 52.2394"
20180811,"-118.4564, 52.0555"
20180102,"-118.472, 52.0823"
20180720,"-118.6285, 52.0797"
20180720,"-118.5919, 52.069"
20180811,"-118.561, 52.0605"
20180730,"-118.6072, 52.005"
20180730,"-118.4993, 52.0096"
20180802,"-118.6472, 51.9645"
20180730,"-118.6449, 51.9741"
20180802,"-118.6375, 51.8171"
20180802,"-118.6281, 51.8176"
20180802,"-118.5903, 51.7535"
20180731,"-118.5726, 51.6544"
20180731,"-118.5639, 51.6576"
20180731,"-118.5345, 51.6679"
20180731,"-118.5318, 51.6693"
20180801,"-118.5226, 51.673"
20180731,"-118.5963, 51.6581"
20180731,"-118.5903, 51.648"
20180708,"-118.6216, 51.6532"
20180731,"-118.5931, 51.655"
20180731,"-118.5704, 51.6421"
20180801,"-118.5374, 51.5783"
20180801,"-118.5805, 51.5356"
20180801,"-118.5784, 51.5126"
20180621,"-118.5123, 52.6905"
20180717,"-118.4569, 52.8306"
20180717,"-118.8082, 50.752"
20180717,"-118.8072, 50.7554"
20180717,"-118.7812, 50.7531"
20180717,"-118.7521, 50.7655"
20180822,"-118.8033, 50.7395"
20180828,"-118.6946, 50.695"
20180722,"-118.788, 50.6075"
20180722,"-118.8453, 50.6019"
20180612,"-118.8035, 50.5808"
20180715,"-118.7176, 50.5589"
20180731,"-118.4067, 51.4199"
20180811,"-118.7076, 51.1718"
20180817,"-118.694, 51.1876"
20180522,"-118.692, 51.1484"
20180821,"-118.7009, 51.1167"
20180731,"-119.2678, 50.7881"
20180713,"-119.3338, 50.781"
20180704,"-119.4175, 50.7654"
20180707,"-119.3552, 50.7647"
20180722,"-119.3661, 50.7233"
20180525,"-119.5156, 50.7613"
20180525,"-119.6355, 50.7933"
20180520,"-119.6532, 50.7966"
20180714,"-119.6566, 50.7969"
20180731,"-118.8691, 50.7964"
20180731,"-118.9197, 50.8031"
20180506,"-119.1291, 50.701"
20180731,"-119.1346, 50.7394"
20180801,"-119.1636, 50.7839"
20180706,"-119.1456, 50.7892"
20180823,"-119.1233, 50.8318"
20180731,"-119.1158, 50.8379"
20180801,"-119.1104, 50.8274"
20180731,"-119.1842, 50.7365"
20180526,"-119.2315, 50.7788"
20180621,"-119.7663, 50.8313"
20190324,"-119.7242, 50.7775"
20190330,"-119.7529, 50.7611"
20180404,"-119.7583, 50.769"
20180713,"-119.7417, 50.7689"
20190330,"-119.7506, 50.7713"
20180715,"-119.7096, 50.7404"
20180426,"-119.727, 50.7689"
20180716,"-119.712, 50.7699"
20180825,"-119.9793, 50.8971"
20180808,"-120.1024, 50.8939"
20180821,"-119.9603, 50.7985"
20180811,"-119.9563, 50.7969"
20180803,"-120.1335, 50.7197"
20180518,"-120.0485, 50.6652"
20190322,"-120.1107, 50.6641"
20180403,"-120.0498, 50.6451"
20180517,"-120.1488, 50.6504"
20180714,"-118.9978, 50.5555"
20180621,"-119.3351, 50.6444"
20180715,"-119.3857, 50.6739"
20180519,"-119.666, 50.6214"
20180802,"-120.1383, 50.9084"
20180801,"-120.2001, 50.8489"
20180720,"-120.3757, 50.7709"
20180629,"-120.2733, 50.7521"
20180621,"-120.3804, 50.7191"
20180801,"-120.3916, 50.68"
20180712,"-120.2309, 50.6802"
20180506,"-120.2215, 50.6376"
20180731,"-120.3289, 50.6107"
20180514,"-120.193, 50.6107"
20180811,"-120.1768, 50.6049"
20180621,"-119.3459, 50.5131"
20180712,"-119.3045, 50.51"
20180730,"-119.3579, 50.4647"
20180728,"-119.3434, 50.46"
20180721,"-119.4732, 50.5454"
20180903,"-119.4691, 50.4869"
20180820,"-119.5426, 50.5557"
20180923,"-119.6458, 50.4431"
20180717,"-118.9326, 50.4836"
20180716,"-119.0736, 50.5082"
20180717,"-119.0689, 50.5091"
20180510,"-119.1648, 50.4271"
20180811,"-119.9253, 50.6075"
20180911,"-119.8293, 50.5875"
20180730,"-119.9203, 50.5671"
20180731,"-120.0154, 50.586"
20180917,"-120.0571, 50.6057"
20180731,"-119.8465, 50.5034"
20180823,"-119.8041, 50.447"
20180722,"-119.792, 50.388"
20180803,"-119.8664, 50.3867"
20180801,"-119.8515, 50.4331"
20180624,"-120.3336, 50.3996"
20180621,"-120.3121, 50.4045"
20180620,"-120.2971, 50.4173"
20180811,"-120.1775, 50.3167"
20180731,"-119.6815, 50.3481"
20180827,"-119.6751, 50.3509"
20180715,"-119.1307, 50.2569"
20180715,"-119.1272, 50.2621"
20180715,"-119.1273, 50.2584"
20180520,"-119.1602, 50.2679"
20180716,"-119.1633, 50.297"
20180520,"-119.1799, 50.2053"
20180521,"-119.2516, 50.25"
20180615,"-119.2114, 50.2719"
20180706,"-119.2659, 50.1885"
20180824,"-119.1423, 50.105"
20180716,"-119.1877, 50.1099"
20180715,"-119.2702, 50.1418"
20180825,"-119.3161, 50.1132"
20180808,"-119.4192, 50.1627"
20180706,"-119.4372, 50.1253"
20180807,"-119.5076, 50.0974"
20180807,"-119.5065, 50.098"
20180811,"-119.5321, 50.1669"
20180721,"-119.6603, 50.2243"
20180822,"-119.7394, 50.2523"
20180809,"-119.9476, 49.9865"
20180909,"-119.8157, 49.9957"
20180801,"-119.937, 50.0712"
20180820,"-120.0719, 50.1181"
20180621,"-120.0586, 50.1261"
20180822,"-120.2052, 50.1133"
20180812,"-120.2048, 50.114"
20190325,"-120.2884, 50.146"
20180705,"-120.2205, 50.1292"
20180811,"-120.2757, 50.2546"
20180713,"-120.4078, 50.33"
20180717,"-119.0248, 50.0777"
20180804,"-119.077, 50.0825"
20180721,"-119.1577, 50.0077"
20180715,"-119.2129, 49.9935"
20180721,"-119.2361, 50.0577"
20180812,"-119.2347, 50.0545"
20180519,"-119.2348, 50.057"
20180805,"-119.2496, 49.9552"
20180721,"-119.308, 50.0248"
20180615,"-119.2965, 50.0881"
20180723,"-119.3308, 49.9998"
20180527,"-119.3448, 50.0013"
20180522,"-119.3407, 49.992"
20180523,"-119.3246, 50.1046"
20180727,"-119.4512, 49.9157"
20180625,"-119.5037, 49.9795"
20180803,"-119.5601, 49.9061"
20180720,"-119.4749, 49.9059"
20180713,"-119.546, 49.9574"
20180718,"-119.6103, 49.9943"
20180811,"-119.6174, 49.8922"
20180709,"-119.7154, 49.9141"
20180707,"-119.7521, 49.9568"
20180801,"-119.7947, 49.9196"
20180602,"-119.7578, 49.9748"
20180811,"-119.8923, 49.6635"
20180716,"-119.9329, 49.8859"
20180727,"-119.8691, 49.8577"
20180906,"-119.8695, 49.7214"
20180820,"-119.8688, 49.7127"
20180811,"-119.9943, 49.8033"
20180811,"-119.9872, 49.815"
20180731,"-119.9553, 49.9809"
20180731,"-120.0452, 49.854"
20180903,"-120.0313, 49.8859"
20180811,"-120.0631, 49.7511"
20180811,"-120.0905, 49.7666"
20180811,"-120.0585, 49.8074"
20180730,"-120.0918, 49.907"
20180811,"-120.1344, 49.9714"
20180731,"-120.1466, 49.8546"
20180527,"-120.2172, 49.7152"
20180806,"-120.4316, 49.8029"
20180425,"-119.35, 49.8341"
20180717,"-119.0989, 49.8083"
20180709,"-119.0931, 49.7824"
20180607,"-119.3747, 49.8075"
20180903,"-119.4557, 49.7773"
20180527,"-119.4556, 49.777"
20180627,"-119.4555, 49.7771"
20180717,"-119.0893, 49.7483"
20180602,"-119.4755, 49.7881"
20180720,"-119.0635, 49.6428"
20180702,"-119.0807, 49.6107"
20180602,"-119.4957, 49.7894"
20180717,"-119.5614, 49.6806"
20180718,"-119.6058, 49.6487"
20180608,"-119.6014, 49.6589"
20180717,"-119.5575, 49.6363"
20180718,"-119.5791, 49.6312"
20180526,"-119.5904, 49.8321"
20180717,"-119.6197, 49.6718"
20180719,"-119.6479, 49.6861"
20180718,"-119.6498, 49.8738"
20180717,"-119.6471, 49.8769"
20180903,"-119.7153, 49.8526"
20180617,"-119.683, 49.8667"
20180707,"-119.6953, 49.8682"
20180703,"-119.704, 49.8715"
20180701,"-119.7085, 49.8765"
20180717,"-119.6583, 49.8817"
20180717,"-119.6889, 49.7537"
20180914,"-119.7082, 49.8216"
20180717,"-119.6946, 49.8229"
20180717,"-119.6856, 49.8172"
20180718,"-119.7114, 49.6452"
20180717,"-119.7646, 49.7135"
20180625,"-119.7142, 49.7437"
20181023,"-119.7626, 49.8159"
20180717,"-119.763, 49.7694"
20180627,"-119.7862, 49.826"
20180718,"-119.7865, 49.7357"
20180630,"-119.7823, 49.7016"
20180820,"-119.8279, 49.6809"
20180825,"-119.8373, 49.83"
20180717,"-119.7995, 49.7613"
20190322,"-119.6755, 49.3693"
20180621,"-119.7413, 49.2046"
20180812,"-119.7287, 49.117"
20180804,"-119.7285, 49.1138"
20180420,"-119.7269, 49.0695"
20180819,"-119.7234, 49.0798"
20190330,"-119.715, 49.0361"
20180718,"-119.7139, 49.029"
20180811,"-119.8204, 49.0124"
20180811,"-119.7815, 49.5533"
20180717,"-119.7474, 49.563"
20180723,"-119.7303, 49.4741"
20180624,"-119.7023, 49.4093"
20180909,"-119.7098, 49.4221"
20180616,"-119.7074, 49.3558"
20180717,"-119.8424, 49.2839"
20180817,"-120.0857, 49.6046"
20180817,"-119.911, 49.6262"
20180809,"-119.8983, 49.401"
20180717,"-119.9702, 49.5267"
20180811,"-120.0373, 49.3342"
20180506,"-120.0257, 49.3352"
20180601,"-120.0267, 49.293"
20180817,"-120.0325, 49.3148"
20180625,"-120.0725, 49.3255"
20180811,"-120.1122, 49.3787"
20180711,"-120.0795, 49.3492"
20180723,"-120.1683, 49.3827"
20180525,"-120.1503, 49.38"
20180815,"-120.1294, 49.4022"
20180810,"-120.1992, 49.3146"
20180731,"-120.1984, 49.3151"
20180717,"-119.8695, 49.0846"
20180811,"-119.9031, 49.2437"
20180720,"-119.968, 49.1547"
20180717,"-119.9478, 49.1686"
20180717,"-119.9477, 49.1528"
20180719,"-120.0133, 49.1287"
20180815,"-119.909, 49.2539"
20180718,"-120.0122, 49.2243"
20180816,"-120.0529, 49.2404"
20180815,"-120.1992, 49.1873"
20180814,"-120.151, 49.1263"
20180718,"-120.3854, 49.4319"
20180811,"-120.4492, 49.1459"
20180813,"-120.4438, 49.1616"
20180816,"-120.4148, 49.1913"
20180815,"-120.3105, 49.1829"
20180814,"-120.6562, 49.1101"
20180718,"-120.6788, 49.1518"
20180717,"-120.3662, 49.1286"
20180608,"-120.5877, 49.4528"
20180625,"-120.5643, 49.4744"
20180519,"-120.5788, 49.4852"
20180804,"-120.7001, 49.5417"
20180624,"-120.5524, 49.5261"
20180804,"-120.6918, 49.467"
20180805,"-120.7128, 49.4953"
20181011,"-120.5528, 49.6408"
20180716,"-120.6728, 49.6198"
20180815,"-120.3486, 49.2369"
20180827,"-120.508, 49.321"
20180823,"-120.5807, 49.348"
20180602,"-121.0145, 49.6706"
20180730,"-121.0352, 49.6236"
20180730,"-121.0044, 49.6391"
20180821,"-121.1669, 49.5903"
20180804,"-121.186, 49.1431"
20180804,"-121.1625, 49.1676"
20180521,"-121.1689, 49.133"
20180624,"-121.3326, 49.1751"
20180804,"-121.3183, 49.1221"
20180629,"-121.4271, 49.0623"
20180520,"-121.3906, 49.0608"
20180724,"-121.4786, 49.0946"
20180527,"-121.4524, 49.0937"
20180526,"-121.4524, 49.0938"
20180715,"-121.519, 49.0902"
20180708,"-121.5611, 49.0968"
20180701,"-121.5528, 49.0979"
20180602,"-121.6055, 49.1212"
20180602,"-121.6044, 49.1223"
20180708,"-121.6248, 49.1028"
20180804,"-121.5444, 49.6921"
20180510,"-121.4207, 49.6628"
20180722,"-121.3888, 49.6353"
20180831,"-121.1985, 49.507"
20180517,"-121.1903, 49.5567"
20180802,"-121.2798, 49.4791"
20180527,"-121.2477, 49.5009"
20180426,"-121.2633, 49.4519"
20180606,"-121.283, 49.4377"
20180518,"-121.2712, 49.4469"
20180804,"-121.2004, 49.4302"
20180702,"-121.31, 49.4256"
20180624,"-121.6161, 49.1287"
20180715,"-121.6708, 49.1604"
20180623,"-121.6282, 49.1115"
20180602,"-121.6219, 49.1156"
20180805,"-121.64, 49.0974"
20180902,"-121.6383, 49.1032"
20180521,"-121.6527, 49.1025"
20180623,"-121.6901, 49.0879"
20180521,"-121.6905, 49.0898"
20180708,"-121.6938, 49.0866"
20180819,"-121.7548, 49.0853"
20180904,"-121.697, 49.0813"
20180708,"-121.7091, 49.083"
20180701,"-121.7621, 49.0366"
20180731,"-121.7358, 49.0747"
20180730,"-121.2744, 49.3163"
20180531,"-121.3351, 49.3792"
20180520,"-121.3812, 49.2186"
20180603,"-121.3811, 49.2188"
20180701,"-121.3827, 49.2281"
20180603,"-121.3836, 49.2304"
20180702,"-121.3965, 49.2697"
20180526,"-121.3863, 49.2376"
20180816,"-121.423, 49.25"
20180708,"-121.397, 49.2634"
20180708,"-121.397, 49.2634"
20180715,"-121.397, 49.2634"
20180426,"-121.4705, 49.3609"
20180606,"-121.4691, 49.3423"
20180702,"-121.469, 49.3422"
20180521,"-121.604, 49.2317"
20180824,"-121.6043, 49.222"
20180521,"-121.6037, 49.2227"
20180702,"-121.6036, 49.2378"
20180903,"-121.6756, 49.3123"
20180808,"-121.6702, 49.3148"
20181018,"-121.6569, 49.3205"
20180604,"-121.3587, 49.3838"
20180425,"-121.4082, 49.3966"
20180624,"-121.7428, 49.6862"
20180624,"-121.7428, 49.5735"
20180810,"-121.63, 49.65"
20180527,"-121.8136, 49.5717"
20180715,"-121.8252, 49.6034"
20180526,"-121.8226, 49.6065"
20180701,"-121.8261, 49.6009"
20180818,"-121.826, 49.5777"
20180729,"-121.8499, 49.5776"
20180715,"-121.9293, 49.5896"
20180715,"-121.9284, 49.5954"
20180702,"-121.9297, 49.5951"
20180521,"-121.9294, 49.5953"
20180702,"-121.9293, 49.5955"
20180520,"-121.9745, 49.6343"
20181014,"-121.8453, 49.2285"
20180713,"-121.8623, 49.3413"
20180618,"-121.8512, 49.3708"
20190305,"-121.9199, 49.276"
20190320,"-121.919, 49.2803"
20190319,"-121.9123, 49.2826"
20180504,"-121.9545, 49.2538"
20190329,"-121.9977, 49.2349"
20180828,"-122.2279, 49.2804"
20180925,"-122.242, 49.3057"
20180728,"-121.8173, 49.0841"
20180805,"-121.8168, 49.0851"
20180722,"-121.8163, 49.0847"
20180810,"-121.816, 49.086"
20180816,"-121.8101, 49.0831"
20180807,"-121.8098, 49.1413"
20180817,"-121.8305, 49.0747"
20180715,"-121.838, 49.0714"
20180706,"-121.8235, 49.0527"
20180808,"-121.92, 49.0812"
20180816,"-121.9197, 49.0813"
20180519,"-121.9648, 49.0574"
20180722,"-121.9626, 49.0605"
20180821,"-122.0347, 49.0511"
20180818,"-121.7663, 49.5229"
20180520,"-121.762, 49.5367"
20180730,"-121.7625, 49.4912"
20180521,"-121.7546, 49.5363"
20180603,"-121.7674, 49.5195"
20180715,"-121.7809, 49.4404"
20180715,"-121.7787, 49.4403"
20180708,"-121.7775, 49.4394"
20180623,"-121.7632, 49.424"
20180601,"-121.8552, 49.5148"
20180805,"-121.8506, 49.4964"
20180903,"-121.9107, 49.5589"
20180723,"-122.0039, 49.496"
20180527,"-122.0004, 49.4737"
20180624,"-122.0442, 49.4376"
20180806,"-120.474, 50.8255"
20180527,"-120.4509, 50.7984"
20180519,"-120.4527, 50.7941"
20180414,"-120.5509, 50.7423"
20190318,"-120.5263, 50.7291"
20180715,"-120.5957, 50.6958"
20180501,"-120.5835, 50.6926"
20190327,"-120.5598, 50.6663"
20180916,"-120.6024, 50.0438"
20180916,"-120.6238, 49.9558"
20180718,"-120.6092, 49.987"
20180621,"-120.5921, 49.8797"
20180729,"-120.5701, 49.8606"
20180727,"-120.5404, 49.8902"
20180620,"-120.7206, 50.2384"
20180621,"-120.5784, 50.1814"
20180621,"-120.5658, 50.2353"
20180722,"-120.6914, 50.1912"
20180812,"-120.662, 50.1641"
20180806,"-120.5954, 50.0973"
20180517,"-120.5793, 50.4703"
20180621,"-120.7865, 50.3604"
20180917,"-120.4789, 50.6163"
20180619,"-120.6906, 50.5454"
20180802,"-120.7759, 50.8805"
20180720,"-120.6112, 50.8358"
20180616,"-120.6923, 50.7322"
20190321,"-120.6657, 50.7546"
20180624,"-120.661, 50.7207"
20180715,"-120.613, 50.7172"
20180726,"-120.9572, 49.9213"
20180511,"-120.9104, 49.9069"
20180721,"-120.9148, 49.9234"
20180811,"-120.9034, 49.8841"
20180625,"-120.8795, 49.9139"
20180726,"-121.0025, 49.789"
20180726,"-121.002, 49.7925"
20180805,"-121.0448, 49.7815"
20180726,"-121.0117, 49.8012"
20180503,"-121.0136, 49.7394"
20180726,"-121.0067, 49.723"
20180620,"-120.8765, 50.6104"
20180528,"-120.9048, 50.7517"
20190320,"-120.9693, 50.7642"
20180620,"-120.9216, 50.6776"
20180529,"-120.9793, 50.7517"
20180502,"-120.9669, 50.7625"
20180520,"-121.0053, 50.7666"
20180706,"-121.0053, 50.7655"
20180708,"-121.0041, 50.7701"
20180507,"-120.8033, 50.071"
20180802,"-120.8203, 50.1233"
20180829,"-120.8463, 50.1099"
20180817,"-120.8583, 50.0905"
20180912,"-120.9117, 49.9964"
20180811,"-120.9028, 50.0308"
20180621,"-120.9746, 50.1061"
20180623,"-120.9451, 50.1124"
20180811,"-121.0313, 50.0824"
20180620,"-121.1231, 50.1168"
20180515,"-121.122, 50.1153"
20180425,"-120.8166, 50.4028"
20180621,"-120.8641, 50.2875"
20180620,"-120.9306, 50.2619"
20180621,"-120.9395, 50.1709"
20180823,"-121.2873, 50.2286"
20180811,"-120.8411, 50.5053"
20180816,"-120.9531, 50.5655"
20180515,"-120.8875, 50.5328"
20180621,"-120.9283, 50.3079"
20180527,"-120.9192, 50.3344"
20180620,"-121.0993, 50.3984"
20180621,"-121.2189, 50.3877"
20190328,"-121.2664, 50.5022"
20180620,"-121.2815, 50.5301"
20180811,"-121.2885, 50.4249"
20180723,"-121.3107, 50.4484"
20190331,"-121.2931, 50.4715"
20180621,"-121.3307, 50.4843"
20180622,"-121.2627, 50.4782"
20180621,"-121.3449, 50.4101"
20180809,"-121.3749, 50.4044"
20180620,"-121.3733, 50.459"
20180621,"-121.3679, 50.4808"
20180706,"-121.1989, 50.7281"
20180618,"-121.3233, 50.8119"
20190322,"-121.353, 50.6716"
20180414,"-121.2949, 50.703"
20180414,"-121.2949, 50.703"
20180621,"-121.4158, 50.6671"
20180718,"-121.3545, 50.8035"
20190319,"-121.4068, 50.8929"
20180819,"-121.564, 50.131"
20180621,"-121.4998, 50.0639"
20180525,"-121.5382, 50.0316"
20180525,"-121.5345, 50.0321"
20190226,"-121.5438, 50.0561"
20181016,"-121.4784, 49.9598"
20180515,"-121.3493, 49.9604"
20180624,"-121.4569, 49.9118"
20180804,"-121.2168, 49.7387"
20180808,"-121.1585, 49.7773"
20180729,"-121.4489, 49.7845"
20180722,"-121.4816, 49.8319"
20180716,"-121.0652, 50.2323"
20180620,"-121.047, 50.2256"
20180621,"-121.147, 50.3015"
20180621,"-121.2572, 50.3366"
20180527,"-121.4064, 50.2632"
20180617,"-121.4018, 50.2682"
20180509,"-121.3979, 50.3792"
20180620,"-121.4209, 50.3334"
20180705,"-121.3979, 50.3349"
